arm	trace	repeat	concurrency	region_start	region_frames	region_stride	mix_target	mix_achieved	hit_resident	miss_resident	asks	wall_ns	throughput_fps	p50_ns	p90_ns	p99_ns	max_ns	hop_count	hop_events	hop_p50_ns	hop_p99_ns	gap_p99_ns	gap_max_ns	cpu_ns	cpu_per_ask_ns	threads_max	read_chunk	uring_depth	runtime
uring_whole	forward	1	1	0	128	40	0.2500	0.2500	1.0000	0.0000	128	33348374	3838.3	175992	524081	661168	1017219	32	32	344486	787138	0	0	27678658	216239	5	65536	2	multi
pread_nowait_chunked	forward	1	1	5120	128	40	0.2500	0.2500	1.0000	0.0000	128	48819729	2621.9	178088	1006300	1357975	1448331	32	64	617214	1207401	0	0	36141277	282353	6	65536	2	multi
pread_nowait	forward	1	1	10240	128	40	0.2500	0.2500	1.0000	0.0000	128	28221177	4535.6	143098	458749	565061	572074	32	32	344070	411141	0	0	23451091	183211	6	65536	2	multi
pread_blocking_pooled	forward	1	1	15360	128	40	0.2500	0.2500	1.0000	0.0000	128	42826947	2988.8	265997	598852	687593	731475	128	128	165768	634535	0	0	35087392	274120	6	65536	2	multi
uring_nowait_hybrid	forward	2	1	20480	128	40	0.2500	0.2500	1.0000	0.0000	128	67595964	1893.6	175741	1624500	1866538	1928200	32	191	1242144	1504356	0	0	36791535	287433	5	65536	2	multi
uring_pipelined	forward	2	1	25600	128	40	0.2500	0.2500	1.0000	0.0000	128	43262167	2958.7	187016	853950	1151002	1193185	32	64	496862	975127	0	0	35315793	275904	5	65536	2	multi
uring_batched_stream	forward	2	1	0	128	40	0.2500	0.2500	1.0000	0.0000	128	35881459	3567.3	180358	618131	742989	756110	32	63	419951	526226	0	0	31456160	245751	5	65536	2	multi
uring_tuned	forward	2	1	5120	128	40	0.2500	0.2500	1.0000	0.0000	128	33340810	3839.1	175392	533977	664226	696897	32	149	353198	512475	0	0	30552961	238695	5	65536	2	multi
uring_whole	forward	2	1	10240	128	40	0.2500	0.2500	1.0000	0.0000	128	32000759	3999.9	173259	511772	559419	654262	32	32	328160	460049	0	0	27482584	214707	5	65536	2	multi
pread_nowait_chunked	forward	2	1	15360	128	40	0.2500	0.2500	1.0000	0.0000	128	44854561	2853.7	182517	886892	1214812	1232325	32	64	546074	947562	0	0	34250953	267585	6	65536	2	multi
pread_nowait	forward	2	1	20480	128	40	0.2500	0.2500	1.0000	0.0000	128	26852083	4766.9	139766	456308	492611	499668	32	32	315236	399285	0	0	22729487	177574	6	65536	2	multi
pread_blocking_pooled	forward	2	1	25600	128	40	0.2500	0.2500	1.0000	0.0000	128	35909820	3564.5	236615	451970	638186	678205	128	128	140991	584862	0	0	30873894	241202	6	65536	2	multi
uring_nowait_hybrid	forward	3	1	0	128	40	0.2500	0.2500	1.0000	0.0000	128	67953962	1883.6	176078	1586937	1879826	1922646	32	191	1202364	1495495	0	0	37697461	294511	5	65536	2	multi
uring_pipelined	forward	3	1	5120	128	40	0.2500	0.2500	1.0000	0.0000	128	44770231	2859.0	218091	747993	1050187	1124771	32	64	389300	797244	0	0	41123434	321276	5	65536	2	multi
uring_batched_stream	forward	3	1	10240	128	40	0.2500	0.2500	1.0000	0.0000	128	35538918	3601.7	179892	584743	733277	872470	32	64	378621	676126	0	0	32131401	251026	5	65536	2	multi
uring_tuned	forward	3	1	15360	128	40	0.2500	0.2500	1.0000	0.0000	128	36491889	3507.6	209940	584391	692816	713905	32	157	368967	525095	0	0	34238773	267490	5	65536	2	multi
uring_whole	forward	3	1	20480	128	40	0.2500	0.2500	1.0000	0.0000	128	33000629	3878.7	174208	536266	643306	662927	32	32	327250	437831	0	0	28518980	222804	5	65536	2	multi
pread_nowait_chunked	forward	3	1	25600	128	40	0.2500	0.2500	1.0000	0.0000	128	48662210	2630.4	173401	981646	1349518	1477220	32	64	593928	1210196	0	0	38481961	300640	6	65536	2	multi
pread_nowait	forward	3	1	0	128	40	0.2500	0.2500	1.0000	0.0000	128	36217972	3534.2	210436	568566	738617	1360561	32	32	344264	1254504	0	0	31600992	246882	6	65536	2	multi
pread_blocking_pooled	forward	3	1	5120	128	40	0.2500	0.2500	1.0000	0.0000	128	36552799	3501.8	221478	469672	582587	613620	128	128	144269	543733	0	0	30569956	238827	6	65536	2	multi
uring_nowait_hybrid	forward	4	1	10240	128	40	0.2500	0.2500	1.0000	0.0000	128	61346471	2086.5	167384	1428528	1561855	1595766	32	191	1053598	1278048	0	0	35568501	277878	5	65536	2	multi
