arm	trace	repeat	concurrency	region_start	region_frames	region_stride	mix_target	mix_achieved	hit_resident	miss_resident	asks	wall_ns	throughput_fps	p50_ns	p90_ns	p99_ns	max_ns	hop_count	hop_events	probe_ns_p50	probe_got_p50	hop_p50_ns	hop_p99_ns	gap_p99_ns	gap_max_ns	cpu_ns	cpu_per_ask_ns	threads_max	read_chunk	uring_depth	runtime
pread_nowait_escalate	forward	1	8	0	128	40	1.0000	1.0000	0.0000	0.0001	128	16540317	7738.7	1001986	1175282	1683537	1728433	128	128	13270	0	886307	1575085	0	0	23848931	186319	14	65536	2	multi
pread_blocking_pooled	forward	1	8	5120	128	40	1.0000	1.0000	0.0000	0.0000	128	18795821	6810.0	1094451	1582021	1959647	1976638	128	128	0	0	1025176	1895916	0	0	26897607	210137	15	65536	2	multi
uring_nowait_whole	forward	2	8	10240	128	40	1.0000	1.0000	0.0000	0.0000	128	15412806	8304.8	907454	1245347	1413627	1486227	128	128	68506	0	702392	1135162	0	0	25344118	198000	5	65536	2	multi
uring_whole	forward	2	8	15360	128	40	1.0000	1.0000	0.0000	0.0000	128	15581628	8214.8	921136	1184612	1273364	1345050	128	128	0	0	730675	1104832	0	0	25140474	196409	5	65536	2	multi
pread_nowait_escalate	forward	2	8	20480	128	40	1.0000	1.0000	0.0000	0.0000	128	16436921	7787.3	1008234	1250048	1519507	1537513	128	128	15810	0	891267	1403518	0	0	26220253	204845	15	65536	2	multi
pread_blocking_pooled	forward	2	8	25600	128	40	1.0000	1.0000	0.0000	0.0000	128	14503787	8825.3	840894	1189223	1506448	1511239	128	128	0	0	766932	1401444	0	0	24522844	191584	18	65536	2	multi
uring_nowait_whole	forward	3	8	0	128	40	1.0000	1.0000	0.0000	0.0001	128	15910964	8044.8	968974	1225629	1711700	1849454	128	128	55812	0	781455	1263631	0	0	23477397	183417	5	65536	2	multi
uring_whole	forward	3	8	5120	128	40	1.0000	1.0000	0.0000	0.0000	128	15451493	8284.0	904608	1183842	1356523	1365581	128	128	0	0	738965	1051646	0	0	24816554	193879	5	65536	2	multi
pread_nowait_escalate	forward	3	8	10240	128	40	1.0000	1.0000	0.0000	0.0000	128	15260513	8387.7	931705	1102200	1220318	1309343	128	128	13203	0	834857	1051191	0	0	22385782	174888	14	65536	2	multi
pread_blocking_pooled	forward	3	8	15360	128	40	1.0000	1.0000	0.0000	0.0000	128	14899584	8590.8	874101	1114932	1315548	1426261	128	128	0	0	777460	1154222	0	0	22026408	172081	15	65536	2	multi
uring_nowait_whole	forward	4	8	20480	128	40	1.0000	1.0000	0.0000	0.0000	128	14528420	8810.3	785600	1096488	2053010	2135057	128	128	42997	0	578796	1063983	0	0	21856587	170754	5	65536	2	multi
uring_whole	forward	4	8	25600	128	40	1.0000	1.0000	0.0000	0.0000	128	14990221	8538.9	908551	1097811	1437601	1445218	127	127	0	0	680639	1072808	0	0	22529596	176012	5	65536	2	multi
pread_nowait_escalate	forward	4	8	0	128	40	1.0000	1.0000	0.0000	0.0001	128	15729269	8137.7	946866	1088734	1368892	1478300	128	128	13667	0	845337	1102443	0	0	24397490	190605	15	65536	2	multi
pread_blocking_pooled	forward	4	8	5120	128	40	1.0000	1.0000	0.0000	0.0000	128	16324533	7841.0	959418	1279478	1540996	1646765	128	128	0	0	842677	1459930	0	0	25232044	197125	17	65536	2	multi
uring_nowait_whole	forward	5	8	10240	128	40	1.0000	1.0000	0.0000	0.0000	128	16989418	7534.1	960532	1196519	1913564	2464198	128	128	51157	0	733560	1864867	0	0	24743855	193311	5	65536	2	multi
uring_whole	forward	5	8	15360	128	40	1.0000	1.0000	0.0000	0.0000	128	16145130	7928.1	878030	1348382	1756862	1894717	128	128	0	0	671025	1318917	0	0	23077202	180290	5	65536	2	multi
pread_nowait_escalate	forward	5	8	20480	128	40	1.0000	1.0000	0.0000	0.0000	128	16028724	7985.7	980752	1170674	1627220	1676317	128	128	14484	0	866686	1531454	0	0	23430144	183048	14	65536	2	multi
pread_blocking_pooled	forward	5	8	25600	128	40	1.0000	1.0000	0.0000	0.0000	128	16885680	7580.4	836799	1387202	2414002	2979130	128	128	0	0	719310	2370025	0	0	28590670	223364	15	65536	2	multi
uring_nowait_whole	forward	6	8	0	128	40	1.0000	1.0000	0.0000	0.0001	128	15427574	8296.8	934692	1300983	2126226	2279587	128	128	46994	0	723954	1549936	0	0	22502320	175799	5	65536	2	multi
uring_whole	forward	6	8	5120	128	40	1.0000	1.0000	0.0000	0.0000	128	15611626	8199.0	906449	1155468	1666829	2220720	128	128	0	0	690222	1102717	0	0	23940058	187031	5	65536	2	multi
pread_nowait_escalate	forward	6	8	10240	128	40	1.0000	1.0000	0.0000	0.0000	128	15694404	8155.8	946504	1121031	1338307	1538012	128	128	12498	0	860102	1236835	0	0	21408172	167251	15	65536	2	multi
pread_blocking_pooled	forward	6	8	15360	128	40	1.0000	1.0000	0.0000	0.0000	128	14555614	8793.9	861632	1152398	1444361	1525885	128	128	0	0	750582	1344877	0	0	23389655	182731	15	65536	2	multi
uring_nowait_whole	forward	7	8	20480	128	40	1.0000	1.0000	0.0000	0.0000	128	14559826	8791.3	867383	1132179	1305761	1357572	128	128	59953	0	658949	1062516	0	0	23523080	183774	5	65536	2	multi
uring_whole	forward	7	8	25600	128	40	1.0000	1.0000	0.0000	0.0000	128	14851220	8618.8	827211	1146092	1529629	2388042	128	128	0	0	603392	1311720	0	0	23235681	181528	5	65536	2	multi
pread_nowait_escalate	forward	7	8	0	128	40	1.0000	1.0000	0.0000	0.0001	128	17324462	7388.4	1053966	1344630	1641103	1733350	128	128	15160	0	916578	1524136	0	0	25626797	200209	15	65536	2	multi
pread_blocking_pooled	forward	7	8	5120	128	40	1.0000	1.0000	0.0000	0.0000	128	17889926	7154.9	968845	1836936	2389735	2832101	128	128	0	0	839054	2205836	0	0	31463466	245808	16	65536	2	multi
