arm	study	temp	trace	access	chunk	repeat	frames	asks	first_frame_ns	later_p50_ns	later_p99_ns	later_mean_ns	series_wall_ns	gap_p50_ns	gap_p99_ns	gap_max_ns	gap_samples	bytes_copied	hop_p50_ns	other_later_p50_ns	other_later_p99_ns	other_asks	cpu_ns	threads_max	runtime	hop_count
pread_blocking_pooled	frames_16k_big.sbnd	cold	forward	full	16384	1	5120	5120	531143	13796	53647	19042	98899912	662	5217	38266	77398	83886080	10293	0	0	0	233203861	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	forward	full	16384	1	5120	5120	456429	3881	13913	9870	51592805	757	6117	1247410	40302	83886080	351081	0	0	0	120400325	10	multi	14
uring_nowait_whole	frames_16k_big.sbnd	cold	forward	full	16384	1	5120	5120	467712	4779	15131	10176	53465887	882	5669	1245578	33645	83886080	239641	0	0	0	125461880	9	multi	12
mmap_naive	frames_16k_big.sbnd	cold	forward	full	16384	2	5120	5120	2384533	2343	14752	10336	55821420	858	4251	2386408	42478	0	0	0	0	0	132346836	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	forward	full	16384	2	5120	5120	2706546	4611	16057	10880	58931930	565	3940	48714	57962	0	535913	0	0	0	149712074	10	multi	13
mmap_touch_in_place	frames_16k_big.sbnd	cold	forward	full	16384	2	5120	5120	1992524	7141	36046	14917	79171393	738	8089	153658	55567	0	3333	0	0	0	213796842	19	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	forward	full	16384	2	5120	5120	2708255	13109	46009	18827	99811583	564	5479	58777	77187	0	9411	0	0	0	229679671	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	forward	full	16384	2	5120	5120	2225263	11400	30633	16532	87532586	673	5619	130286	64206	0	7477	0	0	0	201232112	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	cold	forward	full	16384	2	5120	5120	473865	14644	52831	20116	104375131	689	5506	111042	79603	83886080	10874	0	0	0	245934673	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	forward	full	16384	2	5120	5120	439361	4479	13830	10024	52467744	657	4110	233674	50426	83886080	379257	0	0	0	131617952	10	multi	8
uring_nowait_whole	frames_16k_big.sbnd	cold	forward	full	16384	2	5120	5120	466358	5242	14306	10989	57681290	987	5258	58781	34627	83886080	378342	0	0	0	148239774	9	multi	2
mmap_naive	frames_16k_big.sbnd	cold	forward	full	16384	3	5120	5120	2600506	2230	16464	9796	53269044	825	3248	96875	45946	0	0	0	0	0	130384460	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	forward	full	16384	3	5120	5120	2602182	4452	16900	10804	58440225	838	4982	56856	44046	0	1263014	0	0	0	146794818	10	multi	13
mmap_touch_in_place	frames_16k_big.sbnd	cold	forward	full	16384	3	5120	5120	2704144	6621	22746	13460	72426141	741	7249	331452	52351	0	3089	0	0	0	202379150	17	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	forward	full	16384	3	5120	5120	2553732	14133	33862	19305	102104985	737	5954	83937	74776	0	9938	0	0	0	240728116	12	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	forward	full	16384	3	5120	5120	4596180	11799	52235	18836	101769626	797	6061	126260	66428	0	7690	0	0	0	223903805	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	cold	forward	full	16384	3	5120	5120	508789	13809	57757	19169	99742157	686	5364	472498	74148	83886080	10258	0	0	0	231410321	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	forward	full	16384	3	5120	5120	1664380	4476	16233	11239	59922211	589	4289	942373	58907	83886080	442161	0	0	0	140893569	10	multi	15
uring_nowait_whole	frames_16k_big.sbnd	cold	forward	full	16384	3	5120	5120	493860	5406	14954	11960	62749469	1039	5701	301411	31896	83886080	398713	0	0	0	156577821	9	multi	7
mmap_naive	frames_16k_big.sbnd	cold	forward	full	16384	4	5120	5120	2928274	2384	14544	10428	56825551	906	4384	2930365	40494	0	0	0	0	0	136146531	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	forward	full	16384	4	5120	5120	1915034	5241	18582	12870	68480701	448	4281	586316	72972	0	935139	0	0	0	177242757	10	multi	16
mmap_touch_in_place	frames_16k_big.sbnd	cold	forward	full	16384	4	5120	5120	2166737	8635	682830	25268	132409277	638	8132	781187	110791	0	5037	0	0	0	279759281	30	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	forward	full	16384	4	5120	5120	2039748	13235	40941	18451	97144172	635	5590	126169	80208	0	9355	0	0	0	222603313	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	forward	full	16384	4	5120	5120	2244834	12080	51806	18013	95256917	824	6035	39796	59364	0	7807	0	0	0	216267230	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	cold	forward	full	16384	4	5120	5120	507135	14904	56945	20888	108535824	720	5780	151835	78287	83886080	11096	0	0	0	253415700	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	forward	full	16384	4	5120	5120	467903	4687	13289	10874	56844635	832	4288	218862	46627	83886080	371088	0	0	0	144202908	10	multi	8
uring_nowait_whole	frames_16k_big.sbnd	cold	forward	full	16384	4	5120	5120	443204	5070	15153	11052	57985487	948	5251	209877	36376	83886080	422614	0	0	0	142853448	9	multi	6
mmap_naive	frames_16k_big.sbnd	cold	forward	full	16384	5	5120	5120	2184931	2483	16926	10381	55906741	774	4089	2186845	45902	0	0	0	0	0	134086547	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	forward	full	16384	5	5120	5120	2095275	4667	16919	10831	58052208	686	4160	40273	54459	0	268673	0	0	0	149590106	10	multi	11
mmap_touch_in_place	frames_16k_big.sbnd	cold	forward	full	16384	5	5120	5120	1963179	6518	23131	13352	71077261	831	7509	83079	47169	0	3030	0	0	0	199394980	17	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	forward	full	16384	5	5120	5120	2365587	13517	50093	18655	98572542	674	5739	109778	77684	0	9576	0	0	0	231683370	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	forward	full	16384	5	5120	5120	1989545	12774	29327	18323	96716991	732	6288	276081	61715	0	8302	0	0	0	221003094	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	cold	forward	full	16384	5	5120	5120	576520	15195	56534	20967	108972851	727	5808	47197	80338	83886080	11379	0	0	0	259097930	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	forward	full	16384	5	5120	5120	460425	4729	13122	11466	59851335	881	7589	233115	38939	83886080	399807	0	0	0	143101600	10	multi	11
uring_nowait_whole	frames_16k_big.sbnd	cold	forward	full	16384	5	5120	5120	589973	4879	15018	10241	53861627	994	5702	1610431	30347	83886080	221632	0	0	0	126472617	9	multi	5
mmap_naive	frames_16k_big.sbnd	cold	forward	full	16384	6	5120	5120	2903186	2324	13100	10189	55569486	657	3957	2903923	49532	0	0	0	0	0	128060660	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	forward	full	16384	6	5120	5120	2090412	4331	14998	10645	57077318	895	3830	57064	42039	0	1088818	0	0	0	144869553	10	multi	16
mmap_touch_in_place	frames_16k_big.sbnd	cold	forward	full	16384	6	5120	5120	3458250	6473	21402	12793	69862919	837	7475	46430	47333	0	3028	0	0	0	197103520	17	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	forward	full	16384	6	5120	5120	2828869	13634	32098	18930	100410701	572	5546	52824	83992	0	9775	0	0	0	236823590	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	forward	full	16384	6	5120	5120	1937762	11694	34103	17029	89790225	707	5765	43361	65783	0	7720	0	0	0	207798107	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	cold	forward	full	16384	6	5120	5120	489505	14142	37608	18814	97754845	669	5404	45387	77340	83886080	10529	0	0	0	229934249	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	forward	full	16384	6	5120	5120	421845	4241	14271	9934	51966300	865	4033	230162	40716	83886080	324149	0	0	0	129989848	10	multi	14
uring_nowait_whole	frames_16k_big.sbnd	cold	forward	full	16384	6	5120	5120	434204	5395	15230	13008	67926736	935	5559	188253	36708	83886080	369380	0	0	0	164875071	9	multi	15
mmap_naive	frames_16k_big.sbnd	cold	forward	full	16384	7	5120	5120	1881731	2628	14112	10923	58502644	680	3982	1885393	53421	0	0	0	0	0	152405482	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	forward	full	16384	7	5120	5120	2330891	4549	16529	11819	63401188	872	4150	99010	46632	0	1346468	0	0	0	158171761	10	multi	7
mmap_touch_in_place	frames_16k_big.sbnd	cold	forward	full	16384	7	5120	5120	2547269	6756	25279	13575	73199897	822	8016	125612	48900	0	3144	0	0	0	202347144	17	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	forward	full	16384	7	5120	5120	2871053	14087	43436	19500	103426653	732	5873	34251	75605	0	10038	0	0	0	245280479	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	forward	full	16384	7	5120	5120	2755097	11924	31269	17321	92113703	696	5784	42937	66637	0	7809	0	0	0	212039605	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	cold	forward	full	16384	7	5120	5120	555822	14482	56403	19627	101978766	662	5489	95679	82111	83886080	10869	0	0	0	241911181	12	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	forward	full	16384	7	5120	5120	479490	4430	12196	11018	57595242	830	3992	60681	43256	83886080	323635	0	0	0	143469219	10	multi	6
uring_nowait_whole	frames_16k_big.sbnd	cold	forward	full	16384	7	5120	5120	387916	4823	13287	10444	54889862	912	5010	465899	35889	83886080	415703	0	0	0	133275153	9	multi	7
mmap_naive	frames_16k_big.sbnd	cold	forward	full	16384	8	5120	5120	1909732	2190	14981	9950	53356933	667	3728	1923019	48949	0	0	0	0	0	124284895	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	forward	full	16384	8	5120	5120	4099808	4511	16129	11373	62882288	852	4133	36621	45838	0	1111119	0	0	0	157107192	10	multi	8
mmap_touch_in_place	frames_16k_big.sbnd	cold	forward	full	16384	8	5120	5120	1869661	6268	23790	12789	68126388	827	7463	69487	45668	0	2846	0	0	0	191241369	14	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	forward	full	16384	8	5120	5120	1956196	14164	49899	20065	105440338	759	5882	54823	75444	0	10030	0	0	0	248842475	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	forward	full	16384	8	5120	5120	1971000	11128	33521	16478	86967664	646	5515	43355	66949	0	7287	0	0	0	203507971	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	cold	forward	full	16384	8	5120	5120	446917	13792	40843	18835	97832389	651	5278	169487	77620	83886080	10247	0	0	0	231661951	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	forward	full	16384	8	5120	5120	898360	10893	37181	22141	116053565	1192	13472	286444	52720	83886080	708069	0	0	0	291201780	10	multi	3
uring_nowait_whole	frames_16k_big.sbnd	cold	forward	full	16384	8	5120	5120	464503	4787	14237	10247	53742559	919	5828	1005385	32438	83886080	336915	0	0	0	125581107	9	multi	12
mmap_naive	frames_16k_big.sbnd	cold	forward	full	16384	9	5120	5120	4026076	2513	13949	11587	63908563	763	4002	4027873	52901	0	0	0	0	0	150790931	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	forward	full	16384	9	5120	5120	2257708	4476	15215	11455	61420201	657	4071	155425	59132	0	1260382	0	0	0	149176372	10	multi	18
mmap_touch_in_place	frames_16k_big.sbnd	cold	forward	full	16384	9	5120	5120	1923985	6503	28407	13111	69821786	824	7606	67567	46945	0	3008	0	0	0	199001155	25	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	forward	full	16384	9	5120	5120	2201379	14078	49578	18935	99861185	670	5775	135929	75460	0	9883	0	0	0	233319737	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	forward	full	16384	9	5120	5120	1920829	11245	31763	16526	87139974	667	5546	32892	65829	0	7361	0	0	0	202990058	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	cold	forward	full	16384	9	5120	5120	520178	14360	45798	19889	103477769	700	5605	53048	81220	83886080	10720	0	0	0	241158588	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	forward	full	16384	9	5120	5120	431947	4674	15483	11715	61118892	707	4254	207726	54036	83886080	413055	0	0	0	151499152	10	multi	18
uring_nowait_whole	frames_16k_big.sbnd	cold	forward	full	16384	9	5120	5120	474870	4840	14231	10318	54225036	965	5771	281492	31876	83886080	324932	0	0	0	132786873	9	multi	9
mmap_naive	frames_16k_big.sbnd	cold	random	full	16384	1	5120	5120	3835587	1919	14068	16745	89850617	1061	3639	4116551	19905	0	0	0	0	0	94332044	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	random	full	16384	1	5120	5120	2896105	2984	16582	20003	105575895	465	4044	55169	104847	0	2894971	0	0	0	220450623	10	multi	29
mmap_touch_in_place	frames_16k_big.sbnd	cold	random	full	16384	1	5120	5120	2630715	5993	22260	20858	110166774	679	6045	89091	95494	0	2734	0	0	0	265562800	14	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	random	full	16384	1	5120	5120	3234702	11944	47867	25780	135680906	416	4264	130540	132459	0	8942	0	0	0	292033227	12	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	random	full	16384	1	5120	5120	3294573	10386	28885	24593	129712283	548	4558	149271	125284	0	6765	0	0	0	271840042	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	cold	random	full	16384	1	5120	5120	375900	17457	341589	99026	508547448	362	3467	130608	582586	83886080	14065	0	0	0	958011014	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	random	full	16384	1	5120	5120	254530	7656	318811	87729	450542768	454	4540	790789	456746	83886080	168826	0	0	0	774060464	10	multi	2105
uring_nowait_whole	frames_16k_big.sbnd	cold	random	full	16384	1	5120	5120	349233	7737	347119	94690	486564233	888	4881	793193	392018	83886080	181651	0	0	0	822764970	9	multi	2106
mmap_naive	frames_16k_big.sbnd	cold	random	full	16384	2	5120	5120	2856030	1686	11025	16421	87189210	390	3425	27461	97231	0	0	0	0	0	175945396	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	random	full	16384	2	5120	5120	3871761	2928	15028	18461	98651251	384	3505	33949	104941	0	2562281	0	0	0	207871754	10	multi	29
mmap_touch_in_place	frames_16k_big.sbnd	cold	random	full	16384	2	5120	5120	2756025	5905	22178	20324	107519929	696	5943	55021	89723	0	2693	0	0	0	258649268	15	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	random	full	16384	2	5120	5120	6239336	12542	45947	35124	186642094	899	12482	116897	107849	0	9006	0	0	0	400803704	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	random	full	16384	2	5120	5120	2714061	10398	28939	24337	127918207	679	4986	101872	111000	0	6642	0	0	0	264656768	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	cold	random	full	16384	2	5120	5120	340542	15886	337482	95602	490948624	321	3346	122372	607579	83886080	12553	0	0	0	911870491	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	random	full	16384	2	5120	5120	267197	7500	330058	88233	453109766	363	4390	685806	487159	83886080	172343	0	0	0	771708709	10	multi	2104
uring_nowait_whole	frames_16k_big.sbnd	cold	random	full	16384	2	5120	5120	259848	6959	336055	93191	478763286	1032	4853	604003	375982	83886080	180624	0	0	0	808746911	9	multi	2103
mmap_naive	frames_16k_big.sbnd	cold	random	full	16384	3	5120	5120	3004001	1632	12700	16071	85526574	335	3100	3730770	24820	0	0	0	0	0	64465717	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	random	full	16384	3	5120	5120	3147082	3036	15912	16669	88752302	427	3498	110921	97602	0	2417273	0	0	0	190903093	10	multi	31
mmap_touch_in_place	frames_16k_big.sbnd	cold	random	full	16384	3	5120	5120	4042791	7595	56555	28847	152721206	1334	9421	138910	69522	0	3642	0	0	0	377081412	20	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	random	full	16384	3	5120	5120	7281290	12755	35338	35022	187223602	931	10607	213970	103402	0	8828	0	0	0	402965033	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	random	full	16384	3	5120	5120	2629037	10663	43801	24518	128732369	613	4823	130840	110889	0	6657	0	0	0	271238024	12	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	cold	random	full	16384	3	5120	5120	346140	16080	330314	95893	492458178	350	3383	33447	583970	83886080	13046	0	0	0	917549771	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	random	full	16384	3	5120	5120	472044	6840	675201	100946	518484268	355	5878	769552	486804	83886080	173721	0	0	0	844870486	10	multi	2107
uring_nowait_whole	frames_16k_big.sbnd	cold	random	full	16384	3	5120	5120	245796	8801	341237	95824	492440891	891	5234	580010	381940	83886080	180740	0	0	0	847998255	9	multi	2102
mmap_naive	frames_16k_big.sbnd	cold	random	full	16384	4	5120	5120	2990366	1827	13289	16466	87571292	1041	3692	4182407	14734	0	0	0	0	0	78342385	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	random	full	16384	4	5120	5120	3971729	3106	15995	21195	112774521	415	4003	46256	113455	0	2998321	0	0	0	232000067	10	multi	30
mmap_touch_in_place	frames_16k_big.sbnd	cold	random	full	16384	4	5120	5120	3092594	6732	25161	21565	114285073	691	6619	59067	91891	0	3172	0	0	0	272754804	15	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	random	full	16384	4	5120	5120	3600131	12873	30853	26734	141173423	672	5057	97096	112635	0	8937	0	0	0	295365299	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	random	full	16384	4	5120	5120	3093182	10367	37547	23828	125688396	700	4836	39489	105352	0	6456	0	0	0	264139946	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	cold	random	full	16384	4	5120	5120	340497	17491	346656	98779	507223569	337	3434	33862	616765	83886080	14138	0	0	0	943838361	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	random	full	16384	4	5120	5120	411627	7131	421991	94287	484426348	559	7169	626608	435012	83886080	172436	0	0	0	836068790	10	multi	2104
uring_nowait_whole	frames_16k_big.sbnd	cold	random	full	16384	4	5120	5120	310631	7587	328196	92497	475342159	1029	4928	950039	367253	83886080	178031	0	0	0	811948993	9	multi	2102
mmap_naive	frames_16k_big.sbnd	cold	random	full	16384	5	5120	5120	2439546	2480	15070	16085	85343279	595	3415	24477	93802	0	0	0	0	0	182042661	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	random	full	16384	5	5120	5120	2619614	3196	17365	18011	95110699	361	3230	112496	108568	0	2579714	0	0	0	198651812	10	multi	30
mmap_touch_in_place	frames_16k_big.sbnd	cold	random	full	16384	5	5120	5120	3127425	5665	21506	20117	106821593	678	5742	117713	90779	0	2542	0	0	0	257542583	14	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	random	full	16384	5	5120	5120	3208195	12017	32516	26815	140998304	622	4417	40263	132603	0	8785	0	0	0	299171605	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	random	full	16384	5	5120	5120	2547261	9155	47943	23540	123456895	582	3874	36098	122280	0	6458	0	0	0	260091430	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	cold	random	full	16384	5	5120	5120	361458	16224	330949	97447	500344562	332	3391	262415	602671	83886080	13210	0	0	0	926439765	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	random	full	16384	5	5120	5120	259889	7573	331529	88228	453093149	465	4539	728814	448631	83886080	169970	0	0	0	790471214	10	multi	2105
uring_nowait_whole	frames_16k_big.sbnd	cold	random	full	16384	5	5120	5120	555723	7796	419403	95187	489763611	1054	6133	1120519	343831	83886080	178057	0	0	0	829358735	9	multi	2103
mmap_naive	frames_16k_big.sbnd	cold	random	full	16384	6	5120	5120	3467339	1839	16584	16853	90038149	450	3861	174062	89554	0	0	0	0	0	190232227	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	random	full	16384	6	5120	5120	7912251	2873	17265	24658	134418858	844	12579	169816	76707	0	3421740	0	0	0	300894917	10	multi	30
mmap_touch_in_place	frames_16k_big.sbnd	cold	random	full	16384	6	5120	5120	3025157	5569	21533	19660	104351443	684	5596	124681	88738	0	2518	0	0	0	249079726	14	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	random	full	16384	6	5120	5120	3200740	13437	50413	27977	147027258	642	4994	124929	126773	0	9557	0	0	0	308815588	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	random	full	16384	6	5120	5120	3099435	10740	40227	24495	129037280	636	4922	49120	113724	0	6913	0	0	0	277384517	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	cold	random	full	16384	6	5120	5120	337948	18323	339446	100675	517070588	411	3798	39169	540685	83886080	14675	0	0	0	969273414	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	random	full	16384	6	5120	5120	271120	7667	317033	87910	451476335	377	4686	796371	442530	83886080	169730	0	0	0	778315717	10	multi	2105
uring_nowait_whole	frames_16k_big.sbnd	cold	random	full	16384	6	5120	5120	271300	8537	340269	95378	490228148	1008	5630	963466	357587	83886080	181791	0	0	0	831049949	9	multi	2103
mmap_naive	frames_16k_big.sbnd	cold	random	full	16384	7	5120	5120	2714399	1981	13484	15798	83920346	413	3354	3698749	25407	0	0	0	0	0	74581926	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	random	full	16384	7	5120	5120	3273375	3000	15539	17032	90741932	844	3859	47528	76993	0	2566282	0	0	0	199151307	10	multi	30
mmap_touch_in_place	frames_16k_big.sbnd	cold	random	full	16384	7	5120	5120	2715172	5710	20297	20177	106716098	703	5780	48466	88162	0	2582	0	0	0	256866763	13	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	random	full	16384	7	5120	5120	6108065	11748	54881	33084	176008513	633	10270	160003	116146	0	8517	0	0	0	384732721	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	random	full	16384	7	5120	5120	3417302	11159	27764	25458	134421717	670	5267	42773	105528	0	6694	0	0	0	274520044	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	cold	random	full	16384	7	5120	5120	313354	18332	344656	102864	528217476	366	3734	250367	588507	83886080	14860	0	0	0	988872180	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	random	full	16384	7	5120	5120	292260	6861	393680	94394	484621696	357	4301	851849	504142	83886080	169943	0	0	0	828154906	10	multi	2104
uring_nowait_whole	frames_16k_big.sbnd	cold	random	full	16384	7	5120	5120	286941	8349	344903	96221	494460246	1108	6006	687963	334333	83886080	181093	0	0	0	834312898	9	multi	2102
mmap_naive	frames_16k_big.sbnd	cold	random	full	16384	8	5120	5120	2743776	1961	14731	16843	89265693	377	3472	4217884	25560	0	0	0	0	0	73145528	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	random	full	16384	8	5120	5120	3438365	3443	19114	19543	103878812	922	3970	77761	76094	0	2725508	0	0	0	220553217	10	multi	30
mmap_touch_in_place	frames_16k_big.sbnd	cold	random	full	16384	8	5120	5120	3652106	6265	22807	20534	109561564	726	6555	108458	86144	0	2860	0	0	0	267382222	13	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	random	full	16384	8	5120	5120	4067352	16023	56071	29821	157475279	749	6124	44933	115006	0	11312	0	0	0	340809584	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	random	full	16384	8	5120	5120	3200446	11293	42807	25967	136692713	464	5304	47371	118114	0	7447	0	0	0	289373276	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	cold	random	full	16384	8	5120	5120	356570	21947	371042	108647	558224223	512	4453	297853	543734	83886080	18006	0	0	0	1042323226	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	random	full	16384	8	5120	5120	277299	8029	330398	91467	469799662	391	5095	1034122	447824	83886080	175632	0	0	0	802336257	10	multi	2103
uring_nowait_whole	frames_16k_big.sbnd	cold	random	full	16384	8	5120	5120	359755	8625	348333	97516	501223313	916	5773	997559	351953	83886080	184644	0	0	0	862165189	9	multi	2101
mmap_naive	frames_16k_big.sbnd	cold	random	full	16384	9	5120	5120	3351176	2507	17501	19252	102441394	686	4013	20140	89445	0	0	0	0	0	212995490	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	random	full	16384	9	5120	5120	3000727	3634	18334	21203	111923685	484	4072	101240	107243	0	2990867	0	0	0	236072993	10	multi	30
mmap_touch_in_place	frames_16k_big.sbnd	cold	random	full	16384	9	5120	5120	2781421	6575	26770	21144	111839318	838	6724	357269	80249	0	3028	0	0	0	272128065	15	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	random	full	16384	9	5120	5120	3349167	14534	55717	29405	154565565	787	5668	341312	111129	0	10412	0	0	0	335777579	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	random	full	16384	9	5120	5120	3022561	12391	39242	28224	148193529	869	5807	441134	101393	0	7957	0	0	0	317590648	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	cold	random	full	16384	9	5120	5120	327130	19516	400860	107529	552227172	606	4420	144502	516257	83886080	15650	0	0	0	1037103191	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	cold	random	full	16384	9	5120	5120	280552	8355	361296	92979	477575629	594	5910	873503	381966	83886080	173827	0	0	0	816490486	10	multi	2103
uring_nowait_whole	frames_16k_big.sbnd	cold	random	full	16384	9	5120	5120	344737	7861	339658	97925	503177473	958	5730	737150	353735	83886080	188494	0	0	0	857974004	9	multi	2102
