size	arm	study	temp	trace	access	chunk	repeat	frames	asks	first_frame_ns	later_p50_ns	later_p99_ns	later_mean_ns	series_wall_ns	gap_p50_ns	gap_p99_ns	gap_max_ns	gap_samples	bytes_copied	hop_p50_ns	other_later_p50_ns	other_later_p99_ns	other_asks	cpu_ns	threads_max	runtime	hop_count
16k	mmap_naive	frames_16k_big.sbnd	warm	forward	full	16384	1	5120	5120	83125	2585	24625	3283	17374739	562	24433	125365	8469	0	0	0	0	0	39567967	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	warm	forward	full	16384	1	5120	5120	38341	3678	28761	4474	23553791	270	16988	88545	20186	0	0	0	0	0	51919244	5	multi	0
16k	mmap_touch_in_place	frames_16k_big.sbnd	warm	forward	full	16384	1	5120	5120	75471	20581	161103	42237	217436786	258	19281	829196	195293	0	15750	0	0	0	367311376	21	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	warm	forward	full	16384	1	5120	5120	143510	42940	109651	45869	236114571	510	42081	879774	33861	0	32910	0	0	0	319998711	7	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	warm	forward	full	16384	1	5120	5120	149051	35146	105312	45141	232527820	355	37787	215005	61528	0	30998	0	0	0	309366349	7	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	warm	forward	full	16384	1	5120	5120	508865	32121	101314	41631	215309807	336	30921	147167	122194	83886080	29266	0	0	0	313963679	8	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	warm	forward	full	16384	1	5120	5120	37404	4168	31309	5070	26759201	510	18540	79889	20395	83886080	0	0	0	0	58664110	5	multi	0
16k	uring_nowait_whole	frames_16k_big.sbnd	warm	forward	full	16384	1	5120	5120	41605	3516	25942	4332	22978215	513	19099	115169	15243	83886080	0	0	0	0	50979451	5	multi	0
16k	mmap_naive	frames_16k_big.sbnd	warm	forward	full	16384	2	5120	5120	7467	1926	22260	2575	13573195	400	19416	76035	10799	0	0	0	0	0	30058520	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	warm	forward	full	16384	2	5120	5120	30511	2474	24776	3373	17725103	259	18048	102327	21458	0	0	0	0	0	39559379	5	multi	0
16k	mmap_touch_in_place	frames_16k_big.sbnd	warm	forward	full	16384	2	5120	5120	91949	18589	125297	45823	235571451	304	19572	436105	152696	0	14692	0	0	0	377322662	14	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	warm	forward	full	16384	2	5120	5120	119588	38391	96260	42384	218104651	396	37670	163795	58987	0	31414	0	0	0	301250840	8	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	warm	forward	full	16384	2	5120	5120	328658	33086	90912	40032	206121388	476	37947	127575	35547	0	29171	0	0	0	274956753	7	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	warm	forward	full	16384	2	5120	5120	143752	30787	83739	35672	184062011	303	34654	4129761	38244	83886080	28632	0	0	0	260223295	7	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	warm	forward	full	16384	2	5120	5120	16802	3095	22489	3718	19380094	254	15648	80674	20401	83886080	0	0	0	0	42705989	5	multi	0
16k	uring_nowait_whole	frames_16k_big.sbnd	warm	forward	full	16384	2	5120	5120	36748	3084	22691	3583	18940633	260	15875	241034	18741	83886080	0	0	0	0	41513193	5	multi	0
16k	mmap_naive	frames_16k_big.sbnd	warm	forward	full	16384	3	5120	5120	6491	1710	19663	2306	12036131	257	15555	95757	14940	0	0	0	0	0	26936480	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	warm	forward	full	16384	3	5120	5120	19531	2761	23130	3439	17898565	505	16999	76587	11832	0	0	0	0	0	38997371	5	multi	0
16k	mmap_touch_in_place	frames_16k_big.sbnd	warm	forward	full	16384	3	5120	5120	70290	19162	139255	44658	229528977	284	18272	1324918	180457	0	14739	0	0	0	362425948	20	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	warm	forward	full	16384	3	5120	5120	129191	40223	78250	39762	204732732	258	29779	120199	94532	0	28454	0	0	0	293395765	7	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	warm	forward	full	16384	3	5120	5120	87960	31380	76846	36555	187979583	423	34783	101043	35709	0	28587	0	0	0	249755951	7	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	warm	forward	full	16384	3	5120	5120	111564	30593	78219	35907	185201749	267	33910	110269	49806	83886080	28370	0	0	0	261238771	7	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	warm	forward	full	16384	3	5120	5120	31284	3074	22854	3652	19074176	272	16560	80979	16680	83886080	0	0	0	0	41658925	5	multi	0
16k	uring_nowait_whole	frames_16k_big.sbnd	warm	forward	full	16384	3	5120	5120	28050	3296	24938	4186	22027498	258	16856	126821	22007	83886080	0	0	0	0	47168468	5	multi	0
16k	mmap_naive	frames_16k_big.sbnd	warm	forward	full	16384	4	5120	5120	14766	1831	18880	2250	11755708	505	16099	55300	8604	0	0	0	0	0	25872599	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	warm	forward	full	16384	4	5120	5120	37191	2720	23129	3547	18640196	251	16237	80159	23073	0	0	0	0	0	40597320	5	multi	0
16k	mmap_touch_in_place	frames_16k_big.sbnd	warm	forward	full	16384	4	5120	5120	87234	17514	410125	46103	236824701	283	17633	689322	182034	0	13966	0	0	0	364388528	15	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	warm	forward	full	16384	4	5120	5120	132665	37817	96382	45225	232733251	266	40546	241372	50104	0	31522	0	0	0	325557928	7	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	warm	forward	full	16384	4	5120	5120	125713	36890	84184	40851	210143337	273	36160	114117	49389	0	29979	0	0	0	283550064	7	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	warm	forward	full	16384	4	5120	5120	163215	34538	81725	37352	192834587	2690	42201	208170	19782	83886080	31597	0	0	0	278591259	7	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	warm	forward	full	16384	4	5120	5120	33476	4848	34113	5530	29027636	515	16671	54398	16367	83886080	0	0	0	0	63614119	5	multi	0
16k	uring_nowait_whole	frames_16k_big.sbnd	warm	forward	full	16384	4	5120	5120	31726	3221	25059	4013	21190488	252	15270	234631	26184	83886080	0	0	0	0	45791822	5	multi	0
16k	mmap_naive	frames_16k_big.sbnd	warm	forward	full	16384	5	5120	5120	7493	2403	21292	2951	15403894	334	15163	42104	16201	0	0	0	0	0	33408095	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	warm	forward	full	16384	5	5120	5120	14387	2452	22937	3193	16608503	251	17080	63107	23898	0	0	0	0	0	37175253	5	multi	0
16k	mmap_touch_in_place	frames_16k_big.sbnd	warm	forward	full	16384	5	5120	5120	49875	19544	368277	44929	231000950	259	18255	1417746	212389	0	15210	0	0	0	375770321	18	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	warm	forward	full	16384	5	5120	5120	99031	33432	77592	37026	190534284	267	35269	109793	39540	0	30087	0	0	0	265196865	7	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	warm	forward	full	16384	5	5120	5120	133627	33675	77010	38635	198841856	389	40361	128392	25958	0	30080	0	0	0	266589127	7	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	warm	forward	full	16384	5	5120	5120	106922	34321	80752	38032	196366338	2740	39193	130377	18315	83886080	30163	0	0	0	277861318	7	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	warm	forward	full	16384	5	5120	5120	68038	3646	26335	4394	22961307	261	16921	55343	20102	83886080	0	0	0	0	50766387	5	multi	0
16k	uring_nowait_whole	frames_16k_big.sbnd	warm	forward	full	16384	5	5120	5120	31046	3113	25100	3887	20441435	256	18118	129818	24776	83886080	0	0	0	0	46452105	5	multi	0
16k	mmap_naive	frames_16k_big.sbnd	warm	forward	full	16384	6	5120	5120	26955	1713	21888	2354	12335917	258	17487	54585	17735	0	0	0	0	0	27774768	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	warm	forward	full	16384	6	5120	5120	11030	2340	21562	3525	18343999	257	17321	171012	19768	0	0	0	0	0	36503145	5	multi	0
16k	mmap_touch_in_place	frames_16k_big.sbnd	warm	forward	full	16384	6	5120	5120	76184	19305	181849	40773	209681014	296	19660	792897	153168	0	15008	0	0	0	351142097	15	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	warm	forward	full	16384	6	5120	5120	129953	34068	78434	37336	192047795	711	39267	109256	22340	0	30913	0	0	0	263233510	7	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	warm	forward	full	16384	6	5120	5120	207473	34131	77537	36936	190325243	3140	41663	111883	19448	0	30880	0	0	0	254237185	7	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	warm	forward	full	16384	6	5120	5120	96926	32812	76397	35495	183256645	2836	39641	131781	17279	83886080	30373	0	0	0	259314698	7	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	warm	forward	full	16384	6	5120	5120	40011	3260	24096	3843	20085822	258	17500	80675	22656	83886080	0	0	0	0	44828463	5	multi	0
16k	uring_nowait_whole	frames_16k_big.sbnd	warm	forward	full	16384	6	5120	5120	39560	3609	23227	4351	22827623	337	18068	801488	19585	83886080	0	0	0	0	49624778	5	multi	0
16k	mmap_naive	frames_16k_big.sbnd	warm	forward	full	16384	7	5120	5120	17260	1969	18603	2346	12247917	259	16113	80781	18359	0	0	0	0	0	26776137	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	warm	forward	full	16384	7	5120	5120	29252	3090	23096	3747	19462996	504	15994	53689	15543	0	0	0	0	0	42762202	5	multi	0
16k	mmap_touch_in_place	frames_16k_big.sbnd	warm	forward	full	16384	7	5120	5120	68792	18798	300063	43574	223980928	258	17863	1271820	201572	0	14780	0	0	0	362175773	19	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	warm	forward	full	16384	7	5120	5120	156599	35540	76752	40507	208574914	270	34857	136574	42564	0	29669	0	0	0	283664339	7	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	warm	forward	full	16384	7	5120	5120	113824	38222	81010	41152	211694183	271	35728	154722	41574	0	29853	0	0	0	284158850	7	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	warm	forward	full	16384	7	5120	5120	117445	45749	79577	43339	223626178	274	35882	87966	40300	83886080	29907	0	0	0	314562807	7	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	warm	forward	full	16384	7	5120	5120	22163	4303	29303	4928	25966404	506	16720	60337	14253	83886080	0	0	0	0	57155279	5	multi	0
16k	uring_nowait_whole	frames_16k_big.sbnd	warm	forward	full	16384	7	5120	5120	17050	3908	24190	4474	23572261	315	18059	85180	14473	83886080	0	0	0	0	53490012	5	multi	0
16k	mmap_naive	frames_16k_big.sbnd	cold	forward	full	16384	1	5120	5120	1634572	74871	121722	48504	250446976	257	17410	1662253	262862	0	0	0	0	0	542072035	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	cold	forward	full	16384	1	5120	5120	1946185	2613	81569	7817	42255345	258	17723	87988	39060	0	1875829	0	0	0	78537881	6	multi	9
16k	mmap_touch_in_place	frames_16k_big.sbnd	cold	forward	full	16384	1	5120	5120	1838759	20101	1690420	60827	314125791	256	18235	575014	304004	0	15557	0	0	0	496681282	15	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	cold	forward	full	16384	1	5120	5120	1621973	43075	189314	77800	400765884	733	112185	932949	22919	0	31012	0	0	0	486710445	7	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	cold	forward	full	16384	1	5120	5120	1674469	32941	83006	36359	188716948	2991	39403	111948	20379	0	30125	0	0	0	254972449	7	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	cold	forward	full	16384	1	5120	5120	403154	36751	167836	64972	334383098	266	30429	157426	151514	83886080	32628	0	0	0	581510061	7	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	cold	forward	full	16384	1	5120	5120	234734	73524	297284	61640	316711597	389	18835	4089970	182457	83886080	2438915	0	0	0	540477362	6	multi	5
16k	uring_nowait_whole	frames_16k_big.sbnd	cold	forward	full	16384	1	5120	5120	163608	2674	24011	5474	28822393	383	16638	65591	23268	83886080	2123868	0	0	0	51839515	5	multi	6
16k	mmap_naive	frames_16k_big.sbnd	cold	forward	full	16384	2	5120	5120	1609179	2102	24816	5783	31460188	256	15601	72763	34338	0	0	0	0	0	55285779	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	cold	forward	full	16384	2	5120	5120	1817935	2673	25355	5914	32365863	259	16966	175198	32148	0	1746762	0	0	0	59070682	6	multi	10
16k	mmap_touch_in_place	frames_16k_big.sbnd	cold	forward	full	16384	2	5120	5120	3696336	19477	2608991	64954	337036574	258	17777	607544	312261	0	15000	0	0	0	499710399	23	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	cold	forward	full	16384	2	5120	5120	3030390	34321	153237	45815	238662368	774	49365	584731	24551	0	30775	0	0	0	318397434	7	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	cold	forward	full	16384	2	5120	5120	1479115	34274	89979	41951	217192339	319	38327	181659	40151	0	30901	0	0	0	296796252	7	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	cold	forward	full	16384	2	5120	5120	281273	34200	95161	39887	206078931	280	35314	164454	42556	83886080	30861	0	0	0	294950372	7	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	cold	forward	full	16384	2	5120	5120	218982	78383	542002	84356	433005607	263	17837	184239	509074	83886080	2317588	0	0	0	947440533	6	multi	4
16k	uring_nowait_whole	frames_16k_big.sbnd	cold	forward	full	16384	2	5120	5120	160372	77030	626912	73508	377592467	524	17108	103409	262826	83886080	2331697	0	0	0	806016875	5	multi	4
16k	mmap_naive	frames_16k_big.sbnd	cold	forward	full	16384	3	5120	5120	5780564	1705	21621	5308	33199323	509	15900	221165	26770	0	0	0	0	0	52929463	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	cold	forward	full	16384	3	5120	5120	2127983	2811	83549	9373	50432498	264	17552	61484	51386	0	2112412	0	0	0	93771951	6	multi	10
16k	mmap_touch_in_place	frames_16k_big.sbnd	cold	forward	full	16384	3	5120	5120	1826017	19280	1270378	50776	262619925	256	17494	460524	284272	0	14897	0	0	0	415117792	19	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	cold	forward	full	16384	3	5120	5120	4051308	34045	80843	37478	196827263	260	35333	106073	41024	0	30578	0	0	0	272277341	7	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	cold	forward	full	16384	3	5120	5120	5275922	32959	86360	38221	201770496	266	34629	191369	47804	0	29687	0	0	0	273314503	7	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	cold	forward	full	16384	3	5120	5120	233248	108135	242448	100328	515304814	256	23712	129233	401266	83886080	103150	0	0	0	1000025970	7	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	cold	forward	full	16384	3	5120	5120	257959	3322	26212	8604	44738755	268	17295	85816	40487	83886080	3297449	0	0	0	71528037	6	multi	8
16k	uring_nowait_whole	frames_16k_big.sbnd	cold	forward	full	16384	3	5120	5120	233275	3782	32584	7591	39989144	348	17496	156381	30234	83886080	2751813	0	0	0	73479665	5	multi	6
16k	mmap_naive	frames_16k_big.sbnd	cold	forward	full	16384	4	5120	5120	3379762	1865	25441	6415	36484331	256	17691	128963	42725	0	0	0	0	0	61276644	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	cold	forward	full	16384	4	5120	5120	2026860	3907	30969	8571	46350515	500	21069	466651	24533	0	3000830	0	0	0	79033899	6	multi	5
16k	mmap_touch_in_place	frames_16k_big.sbnd	cold	forward	full	16384	4	5120	5120	2305776	20820	258371	46154	239578807	257	19293	646132	220313	0	15976	0	0	0	400648687	20	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	cold	forward	full	16384	4	5120	5120	3594656	34798	91515	40303	210880184	510	40546	139368	30148	0	30665	0	0	0	294815871	7	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	cold	forward	full	16384	4	5120	5120	3063635	35045	96622	41412	216194019	281	40243	143298	44179	0	31360	0	0	0	301834078	7	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	cold	forward	full	16384	4	5120	5120	416174	106250	577185	109526	563218086	260	29927	747707	353467	83886080	102011	0	0	0	1054609511	7	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	cold	forward	full	16384	4	5120	5120	255855	3768	32635	6154	32303415	278	18909	187101	24342	83886080	2821254	0	0	0	64193418	6	multi	4
16k	uring_nowait_whole	frames_16k_big.sbnd	cold	forward	full	16384	4	5120	5120	269780	4487	232229	32574	168164729	323	21573	382772	92618	83886080	2984055	0	0	0	361755780	5	multi	5
16k	mmap_naive	frames_16k_big.sbnd	cold	forward	full	16384	5	5120	5120	2461060	2255	24991	5999	33401456	505	17159	78881	23191	0	0	0	0	0	59329062	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	cold	forward	full	16384	5	5120	5120	2310234	3564	32780	6896	38022376	279	19100	489387	28393	0	1317570	0	0	0	70699522	6	multi	7
16k	mmap_touch_in_place	frames_16k_big.sbnd	cold	forward	full	16384	5	5120	5120	1942285	22595	1396454	57097	295347479	287	22170	683757	183683	0	17546	0	0	0	483140319	18	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	cold	forward	full	16384	5	5120	5120	4185296	37048	94950	41455	217602006	803	47233	357946	22725	0	32521	0	0	0	303328949	7	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	cold	forward	full	16384	5	5120	5120	1696930	46270	91009	44761	231928861	507	40674	131315	30723	0	30669	0	0	0	313809967	6	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	cold	forward	full	16384	5	5120	5120	390860	140203	543027	151871	779854044	257	21970	252696	584041	83886080	133184	0	0	0	1551438559	7	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	cold	forward	full	16384	5	5120	5120	296484	3012	31127	6448	33779416	257	18289	161819	30251	83886080	2377958	0	0	0	61462731	6	multi	5
16k	uring_nowait_whole	frames_16k_big.sbnd	cold	forward	full	16384	5	5120	5120	232688	77754	341848	73269	376435775	496	19552	294722	199568	83886080	2686453	0	0	0	810599804	5	multi	5
16k	mmap_naive	frames_16k_big.sbnd	cold	forward	full	16384	6	5120	5120	1975927	1799	23532	6432	35143709	265	16662	1981099	30006	0	0	0	0	0	55995744	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	cold	forward	full	16384	6	5120	5120	1685855	2865	27608	6664	36118969	495	21436	119360	17527	0	2577728	0	0	0	64266264	6	multi	5
16k	mmap_touch_in_place	frames_16k_big.sbnd	cold	forward	full	16384	6	5120	5120	3385160	19416	1256146	52255	271843634	257	18300	536163	251526	0	15042	0	0	0	422427432	22	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	cold	forward	full	16384	6	5120	5120	1652657	35426	87002	40484	209776045	412	37419	175337	32955	0	29341	0	0	0	286282421	7	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	cold	forward	full	16384	6	5120	5120	3724485	45564	428573	73301	379845226	265	28750	1009358	209057	0	30811	0	0	0	646221237	7	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	cold	forward	full	16384	6	5120	5120	316132	42534	286329	75737	389542295	259	30076	148029	229891	83886080	36315	0	0	0	702348802	7	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	cold	forward	full	16384	6	5120	5120	278023	2888	105534	10253	53192737	277	18267	378554	39017	83886080	1787029	0	0	0	93183126	6	multi	6
16k	uring_nowait_whole	frames_16k_big.sbnd	cold	forward	full	16384	6	5120	5120	286200	3429	29115	5505	29085725	435	19205	337105	16972	83886080	2408570	0	0	0	58706341	5	multi	4
16k	mmap_naive	frames_16k_big.sbnd	cold	forward	full	16384	7	5120	5120	2661638	2154	25502	6124	34238174	438	20445	99338	20105	0	0	0	0	0	60934200	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	cold	forward	full	16384	7	5120	5120	1954518	4542	38447	6648	36495943	368	18536	470359	28498	0	519085	0	0	0	74301399	6	multi	5
16k	mmap_touch_in_place	frames_16k_big.sbnd	cold	forward	full	16384	7	5120	5120	3272578	19342	92034	34754	181969130	351	19536	705340	119824	0	14726	0	0	0	313592231	13	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	cold	forward	full	16384	7	5120	5120	2383705	37853	179827	46882	243372687	510	49229	449909	29396	0	32595	0	0	0	336357626	7	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	cold	forward	full	16384	7	5120	5120	2130307	93979	286735	94447	486568793	283	31501	133053	230170	0	90590	0	0	0	903529123	7	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	cold	forward	full	16384	7	5120	5120	465076	53494	425377	106627	548309267	328	33479	629699	239192	83886080	38614	0	0	0	1039447428	8	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	cold	forward	full	16384	7	5120	5120	233016	3783	33138	7513	39293665	346	28369	199083	22467	83886080	2771293	0	0	0	74897943	6	multi	5
16k	uring_nowait_whole	frames_16k_big.sbnd	cold	forward	full	16384	7	5120	5120	359530	3626	35978	6936	36801096	518	20652	426168	21262	83886080	2293225	0	0	0	73012680	5	multi	5
16k	mmap_naive	frames_16k_big.sbnd	warm	random	full	16384	1	5120	5120	64954	2566	22178	3211	16873290	250	14878	96147	21609	0	0	0	0	0	37370343	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	warm	random	full	16384	1	5120	5120	43781	2852	23588	3473	18162772	256	17587	85178	24313	0	0	0	0	0	40945677	5	multi	0
16k	mmap_touch_in_place	frames_16k_big.sbnd	warm	random	full	16384	1	5120	5120	64930	20048	141799	43047	221537740	352	20414	787305	143156	0	15564	0	0	0	374466940	16	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	warm	random	full	16384	1	5120	5120	175416	40989	90824	43617	224678866	259	36916	116409	61649	0	30361	0	0	0	314195411	8	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	warm	random	full	16384	1	5120	5120	183266	33888	83237	39012	200942465	3315	45800	129176	19983	0	30349	0	0	0	268599254	7	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	warm	random	full	16384	1	5120	5120	183651	33995	94285	40622	210981229	430	40824	955389	31869	83886080	31031	0	0	0	304413934	7	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	warm	random	full	16384	1	5120	5120	65948	4874	31947	5606	29648327	266	17693	72764	33992	83886080	0	0	0	0	65721342	5	multi	0
16k	uring_nowait_whole	frames_16k_big.sbnd	warm	random	full	16384	1	5120	5120	21979	4306	24979	4863	25688659	511	18438	60935	13999	83886080	0	0	0	0	57799067	5	multi	0
16k	mmap_naive	frames_16k_big.sbnd	warm	random	full	16384	2	5120	5120	4252	2235	26529	3006	15813227	284	17766	76179	17449	0	0	0	0	0	35411784	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	warm	random	full	16384	2	5120	5120	29373	3220	23522	4072	21142754	261	16983	62041	25666	0	0	0	0	0	48556883	5	multi	0
16k	mmap_touch_in_place	frames_16k_big.sbnd	warm	random	full	16384	2	5120	5120	72457	20558	371325	44292	227787657	282	20381	616822	171556	0	15954	0	0	0	387267040	19	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	warm	random	full	16384	2	5120	5120	204843	36024	87868	41287	212520167	521	43355	120570	25681	0	31775	0	0	0	292955539	7	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	warm	random	full	16384	2	5120	5120	161922	36250	84007	40892	210414000	264	37502	219598	47692	0	31309	0	0	0	288232130	7	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	warm	random	full	16384	2	5120	5120	134508	38510	93513	43713	226236941	335	39047	183549	47802	83886080	31864	0	0	0	327633524	7	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	warm	random	full	16384	2	5120	5120	41470	4986	29639	5999	31687993	256	18165	95198	34247	83886080	0	0	0	0	70412573	5	multi	0
16k	uring_nowait_whole	frames_16k_big.sbnd	warm	random	full	16384	2	5120	5120	47305	4847	29575	5691	30440932	257	19667	324201	33259	83886080	0	0	0	0	67628658	5	multi	0
16k	mmap_naive	frames_16k_big.sbnd	warm	random	full	16384	3	5120	5120	58433	2042	23220	3044	16129086	426	24245	140385	9026	0	0	0	0	0	35869317	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	warm	random	full	16384	3	5120	5120	25871	4120	27839	5104	26622358	288	20678	86989	19993	0	0	0	0	0	58389786	5	multi	0
16k	mmap_touch_in_place	frames_16k_big.sbnd	warm	random	full	16384	3	5120	5120	51529	21470	1071929	56004	287796875	258	19956	626255	245256	0	16608	0	0	0	467040899	15	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	warm	random	full	16384	3	5120	5120	150644	37808	93676	43482	223792394	355	39521	124123	46073	0	31689	0	0	0	309121075	7	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	warm	random	full	16384	3	5120	5120	114318	36274	89532	41758	214967848	365	39683	146086	40224	0	31005	0	0	0	289677468	7	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	warm	random	full	16384	3	5120	5120	155838	46332	111424	50685	262366527	394	46669	494541	48441	83886080	35451	0	0	0	377795656	7	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	warm	random	full	16384	3	5120	5120	58325	4647	32672	5970	31689870	404	22442	260674	14696	83886080	0	0	0	0	70260141	5	multi	0
16k	uring_nowait_whole	frames_16k_big.sbnd	warm	random	full	16384	3	5120	5120	42607	4170	27746	5038	27032995	257	16440	371902	30480	83886080	0	0	0	0	59981847	5	multi	0
16k	mmap_naive	frames_16k_big.sbnd	warm	random	full	16384	4	5120	5120	29150	1990	23318	2641	13825594	257	16287	65513	16868	0	0	0	0	0	30285391	5	multi	0
16k	mmap_hybrid_mincore	frames_16k_big.sbnd	warm	random	full	16384	4	5120	5120	20301	2799	24988	3520	18355753	505	18568	67234	13038	0	0	0	0	0	40649341	5	multi	0
16k	mmap_touch_in_place	frames_16k_big.sbnd	warm	random	full	16384	4	5120	5120	48492	20987	82076	37784	194376960	363	21326	471619	120035	0	17426	0	0	0	336846913	17	multi	5120
16k	mmap_populate_read	frames_16k_big.sbnd	warm	random	full	16384	4	5120	5120	91182	49867	91892	47550	244495825	590	42178	123609	30936	0	35229	0	0	0	326086922	7	multi	5120
16k	mmap_blocking_touch	frames_16k_big.sbnd	warm	random	full	16384	4	5120	5120	147566	44964	85991	44400	228351764	318	35287	147114	65669	0	30072	0	0	0	309259244	7	multi	5120
16k	pread_blocking_pooled	frames_16k_big.sbnd	warm	random	full	16384	4	5120	5120	117790	31152	81450	36026	186313020	274	33749	171731	67516	83886080	28487	0	0	0	272992176	8	multi	5120
16k	pread_nowait_chunked	frames_16k_big.sbnd	warm	random	full	16384	4	5120	5120	31206	3389	25113	4112	21545017	320	17605	67520	18015	83886080	0	0	0	0	46289325	5	multi	0
16k	uring_nowait_whole	frames_16k_big.sbnd	warm	random	full	16384	4	5120	5120	13999	3750	23248	4342	23351126	501	18111	65516	14867	83886080	0	0	0	0	52590233	5	multi	0
