arm	trace	repeat	concurrency	region_start	region_frames	region_stride	mix_target	mix_achieved	hit_resident	miss_resident	asks	wall_ns	throughput_fps	p50_ns	p90_ns	p99_ns	max_ns	hop_count	hop_events	probe_ns_p50	probe_got_p50	hop_p50_ns	hop_p99_ns	gap_p99_ns	gap_max_ns	cpu_ns	cpu_per_ask_ns	threads_max	read_chunk	uring_depth	runtime
uring_nowait_whole	forward	6	1	25600	128	40	1.0000	1.0000	0.0000	0.0000	128	49470355	2587.4	383747	454506	532632	636417	128	128	44606	0	238707	368142	0	0	28234716	220583	5	65536	2	multi
pread_blocking_pooled	forward	7	1	0	128	40	1.0000	1.0000	0.0000	0.0001	128	41632830	3074.5	308251	427287	711717	894132	128	128	0	0	274352	689988	0	0	22338581	174520	6	65536	2	multi
pread_nowait_escalate	forward	7	1	5120	128	40	1.0000	1.0000	0.0000	0.0000	128	59084041	2166.4	446392	540316	899788	923385	128	128	31769	0	307663	814394	0	0	37034339	289330	6	65536	2	multi
uring_whole	forward	7	1	10240	128	40	1.0000	1.0000	0.0000	0.0000	128	45657558	2803.5	342647	422545	592123	780445	128	128	0	0	187725	413230	0	0	29694920	231991	5	65536	2	multi
uring_nowait_whole	forward	7	1	15360	128	40	1.0000	1.0000	0.0000	0.0000	128	52570124	2434.8	398613	485633	721886	729595	128	128	52542	0	255757	458797	0	0	28841212	225321	5	65536	2	multi
pread_blocking_pooled	forward	1	8	20480	128	40	1.0000	1.0000	0.0000	0.0000	128	18735438	6832.0	1085550	1456134	1941829	2406600	128	128	0	0	1004554	1892726	0	0	28245048	220664	18	65536	2	multi
pread_nowait_escalate	forward	1	8	25600	128	40	1.0000	1.0000	0.0000	0.0000	128	17940817	7134.6	1089574	1364604	1837809	1871487	128	128	16558	0	986789	1448152	0	0	27142683	212052	15	65536	2	multi
uring_whole	forward	1	8	0	128	40	1.0000	1.0000	0.0000	0.0001	128	173873239	736.2	1241014	23660753	49570024	49718903	128	128	0	0	950175	49111580	0	0	38802327	303143	5	65536	2	multi
uring_nowait_whole	forward	1	8	5120	128	40	1.0000	1.0000	0.0000	0.0000	128	15865461	8067.8	912240	1282913	1491194	1582324	128	128	46574	0	704609	1311737	0	0	22157109	173102	5	65536	2	multi
pread_blocking_pooled	forward	2	8	10240	128	40	1.0000	1.0000	0.0000	0.0000	128	14751759	8676.9	845420	1180994	1394629	1597336	128	128	0	0	753210	1272329	0	0	23386663	182708	15	65536	2	multi
pread_nowait_escalate	forward	2	8	15360	128	40	1.0000	1.0000	0.0000	0.0000	128	16193894	7904.2	979632	1180597	1373972	1467142	128	128	14852	0	868781	1333134	0	0	25231252	197119	17	65536	2	multi
uring_whole	forward	2	8	20480	128	40	1.0000	1.0000	0.0000	0.0000	128	16147701	7926.8	940882	1210800	1384692	2111246	128	128	0	0	707155	1202586	0	0	23562565	184082	5	65536	2	multi
uring_nowait_whole	forward	2	8	25600	128	40	1.0000	1.0000	0.0000	0.0000	128	16162964	7919.3	926554	1294909	1639204	1804169	128	128	59345	0	686645	1329641	0	0	23570052	184141	5	65536	2	multi
pread_blocking_pooled	forward	3	8	0	128	40	1.0000	1.0000	0.0000	0.0001	128	16202938	7899.8	955601	1221078	1514557	1837693	128	128	0	0	874676	1459571	0	0	24162532	188769	14	65536	2	multi
pread_nowait_escalate	forward	3	8	5120	128	40	1.0000	1.0000	0.0000	0.0000	128	19459877	6577.6	1150241	1439155	1777731	1782487	128	128	13874	0	1059017	1634504	0	0	24674188	192767	15	65536	2	multi
uring_whole	forward	3	8	10240	128	40	1.0000	1.0000	0.0000	0.0000	128	17380433	7364.6	1086962	1402336	1625264	1780046	128	128	0	0	875265	1327918	0	0	25261149	197352	5	65536	2	multi
uring_nowait_whole	forward	3	8	15360	128	40	1.0000	1.0000	0.0000	0.0000	128	15622430	8193.3	932912	1253833	1456577	1460707	128	128	58559	0	764677	1193213	0	0	23926701	186927	5	65536	2	multi
pread_blocking_pooled	forward	4	8	20480	128	40	1.0000	1.0000	0.0000	0.0000	128	14591461	8772.3	918498	1120880	1448846	1514286	128	128	0	0	848960	1347376	0	0	22695229	177306	16	65536	2	multi
pread_nowait_escalate	forward	4	8	25600	128	40	1.0000	1.0000	0.0000	0.0000	128	17984358	7117.3	1109591	1311004	1391847	1423032	128	128	16645	0	931725	1322452	0	0	25660779	200474	14	65536	2	multi
uring_whole	forward	4	8	0	128	40	1.0000	1.0000	0.0000	0.0001	128	15986505	8006.8	869259	1250125	2107017	2350214	128	128	0	0	673077	1280350	0	0	22364035	174719	5	65536	2	multi
uring_nowait_whole	forward	4	8	5120	128	40	1.0000	1.0000	0.0000	0.0000	128	14991607	8538.1	864620	1231145	1679118	1878663	128	128	55429	0	684847	1388805	0	0	22944733	179255	5	65536	2	multi
pread_blocking_pooled	forward	5	8	10240	128	40	1.0000	1.0000	0.0000	0.0000	128	16752940	7640.4	1002116	1254499	1456481	1539588	128	128	0	0	871849	1348237	0	0	24883051	194398	17	65536	2	multi
pread_nowait_escalate	forward	5	8	15360	128	40	1.0000	1.0000	0.0000	0.0000	128	16034471	7982.8	966811	1129135	1390759	1445078	128	128	15118	0	874477	1079077	0	0	24087869	188186	14	65536	2	multi
uring_whole	forward	5	8	20480	128	40	1.0000	1.0000	0.0000	0.0000	128	16838347	7601.7	913829	1215283	1634725	2147791	128	128	0	0	743065	1196664	0	0	24358266	190298	5	65536	2	multi
uring_nowait_whole	forward	5	8	25600	128	40	1.0000	1.0000	0.0000	0.0000	128	14625393	8751.9	878772	1072345	1510157	1564503	128	128	58290	0	658610	1200975	0	0	22996746	179662	5	65536	2	multi
pread_blocking_pooled	forward	6	8	0	128	40	1.0000	1.0000	0.0000	0.0001	128	16979773	7538.4	955199	1419092	1673075	1699350	128	128	0	0	837676	1507360	0	0	22068898	172413	15	65536	2	multi
pread_nowait_escalate	forward	6	8	5120	128	40	1.0000	1.0000	0.0000	0.0000	128	18098914	7072.2	1032032	1244655	2132898	3861077	128	128	14835	0	931029	1959538	0	0	23752774	185568	15	65536	2	multi
uring_whole	forward	6	8	10240	128	40	1.0000	1.0000	0.0000	0.0000	128	15861824	8069.7	947103	1230129	1369634	1476789	128	128	0	0	742724	1116734	0	0	23656538	184816	5	65536	2	multi
uring_nowait_whole	forward	6	8	15360	128	40	1.0000	1.0000	0.0000	0.0000	128	15683378	8161.5	913431	1160627	1514624	1590729	128	128	51908	0	707665	1142280	0	0	22329826	174451	5	65536	2	multi
pread_blocking_pooled	forward	7	8	20480	128	40	1.0000	1.0000	0.0000	0.0000	128	16099348	7950.6	945803	1219588	1815202	2697899	128	128	0	0	826728	1574901	0	0	23520267	183752	15	65536	2	multi
pread_nowait_escalate	forward	7	8	25600	128	40	1.0000	1.0000	0.0000	0.0000	128	15363186	8331.6	871281	1134556	1381743	1453426	128	128	15034	0	762711	1241862	0	0	23545211	183946	14	65536	2	multi
uring_whole	forward	7	8	0	128	40	1.0000	1.0000	0.0000	0.0001	128	15984919	8007.5	907968	1227843	1682265	1743267	128	128	0	0	696718	1296541	0	0	23213663	181356	5	65536	2	multi
uring_nowait_whole	forward	7	8	5120	128	40	1.0000	1.0000	0.0000	0.0000	128	15717617	8143.7	912534	1173948	1764927	2139516	128	128	49283	0	716894	1096984	0	0	22639527	176871	5	65536	2	multi
